_ID, TimeSt,Country,Province,City,Latitude,Longitude,POI,Distance
4854331,2017-06-21 14:23:30.130,CA,NB,Fredericton,45.9527,-66.6558,POI4,3.0
4854363,2017-06-21 10:23:30.747,CA,ON,Toronto,43.6682,-79.4209,POI3,6.324555320336759
4854431,2017-06-21 02:23:30.763,CA,ON,Ottawa,45.3977,-75.7599,POI3,2.0
4854507,2017-06-21 21:23:30.793,CA,ON,Toronto,43.6563,-79.3858,POI3,6.324555320336759
4854603,2017-06-21 10:23:30.873,CA,ON,Toronto,43.6735,-79.403,POI3,6.324555320336759
4854642,2017-06-21 12:23:29.410,CA,ON,Mississauga,43.6618,-79.7034,POI3,6.324555320336759
4854689,2017-06-21 19:23:30.513,CA,ON,Waterloo,43.4634,-80.5201,POI3,7.280109889280518
4854792,2017-06-21 17:23:30.520,CA,MB,Scarth,49.71100000000001,-100.9263,POI1,13.601470508735444
4854949,2017-06-21 16:23:30.677,CA,ON,Ottawa,45.3977,-75.7599,POI3,2.0
4855000,2017-06-21 22:23:30.683,CA,ON,Toronto,43.6666,-79.3823,POI3,6.324555320336759
4855080,2017-06-21 06:23:30.683,CA,ON,Toronto,43.6641,-79.399,POI3,6.324555320336759
4855170,2017-06-21 11:23:30.710,CA,ON,Lindsay,44.357,-78.7405,POI3,5.0990195135927845
4855197,2017-06-21 15:23:32.620,CA,AB,Edmonton,53.473440000000004,-113.39647,POI1,0.0
4855250,2017-06-21 18:23:34.197,CA,AB,Edmonton,53.44218000000001,-113.44523000000001,POI1,0.0
4855281,2017-06-21 09:23:31.500,CA,ON,Toronto,43.6651,-79.4369,POI3,6.324555320336759
4855364,2017-06-21 13:23:34.310,CA,AB,Sherwood Park,53.5167,-113.3167,POI1,0.0
4855413,2017-06-21 14:23:34.033,CA,ON,Brantford,43.1692,-80.2684,POI3,7.280109889280518
4855473,2017-06-21 04:23:34.880,CA,ON,Burlington,43.32036,-79.80563000000002,POI3,6.324555320336759
4855564,2017-06-21 09:23:35.757,CA,AB,Edmonton,53.44218000000001,-113.44523000000001,POI1,0.0
4855610,2017-06-21 05:23:36.960,CA,AB,Edmonton,53.5188,-113.51,POI1,0.0
4855729,2017-06-21 15:23:37.087,CA,AB,Calgary,50.9722,-114.062,POI1,3.1622776601683795
4855761,2017-06-21 12:23:39.337,CA,SK,Saskatoon,52.1225,-106.72488,POI1,7.0710678118654755
4855820,2017-06-21 19:23:35.427,CA,AB,Edmonton,53.44218000000001,-113.44523000000001,POI1,0.0
4855882,2017-06-21 21:23:37.287,CA,AB,Calgary,51.0081,-114.073,POI1,2.23606797749979
4855904,2017-06-21 21:23:38.930,CA,AB,Calgary,51.063,-113.889,POI1,2.0
4855958,2017-06-21 21:23:36.983,CA,AB,Calgary,51.0577,-113.958,POI1,2.0
4855996,2017-06-21 16:23:38.453,CA,AB,Edmonton,53.4392,-113.408,POI1,0.0
4856071,2017-06-21 21:23:37.100,CA,AB,Airdrie,51.3082,-114.0398,POI1,2.23606797749979
4856155,2017-06-21 09:23:37.540,CA,AB,Calgary,50.964909999999996,-114.08751000000001,POI1,3.1622776601683795
4856166,2017-06-21 15:23:39.393,CA,AB,Calgary,51.1264,-114.1419,POI1,2.23606797749979
4856242,2017-06-21 09:23:40.950,CA,SK,Saskatoon,52.13134,-106.59786000000001,POI1,7.0710678118654755
4856303,2017-06-21 21:23:39.607,CA,AB,Calgary,51.1264,-114.1419,POI1,2.23606797749979
4856329,2017-06-21 00:23:40.150,CA,AB,Calgary,50.9581,-114.002,POI1,3.1622776601683795
4856419,2017-06-21 00:23:41.870,CA,AB,Calgary,51.0242,-114.1004,POI1,2.23606797749979
4856480,2017-06-21 21:23:42.863,CA,MB,Winnipeg,49.8284,-97.0599,POI1,16.492422502470642
4856511,2017-06-21 00:23:43.053,CA,AB,Spruce Grove,53.402,-113.8313,POI1,0.0
4856584,2017-06-21 00:23:44.570,CA,QC,Anjou,45.6036,-73.55360999999998,POI3,0.0
4856637,2017-06-21 02:23:40.363,CA,QC,Sainte-Thérèse,45.6378,-73.8414,POI3,0.0
4856717,2017-06-21 06:23:41.160,CA,QC,Saint-Laurent,45.50376,-73.68476,POI3,0.0
4856772,2017-06-21 07:23:43.993,CA,ON,Scarborough,43.6923,-79.27693000000002,POI3,6.324555320336759
4856850,2017-06-21 11:23:44.600,CA,ON,Mississauga,43.5355,-79.6915,POI3,6.324555320336759
4856927,2017-06-21 03:23:45.650,CA,ON,East York,43.7062,-79.3709,POI3,6.324555320336759
4857014,2017-06-21 12:23:45.653,CA,ON,Mississauga,43.5296,-79.663,POI3,6.324555320336759
4857121,2017-06-21 00:23:45.760,CA,ON,Ottawa,45.3977,-75.7599,POI3,2.0
4857150,2017-06-21 22:23:45.770,CA,ON,Toronto,43.6715,-79.3801,POI3,6.324555320336759
4857190,2017-06-21 21:23:45.780,CA,ON,Toronto,43.6466,-79.4493,POI3,6.324555320336759
4857232,2017-06-21 12:23:45.800,CA,ON,Ottawa,45.3617,-75.7905,POI3,2.0
4857307,2017-06-21 07:23:45.820,CA,AB,Red Deer,52.2694,-113.769,POI1,1.0
4857393,2017-06-21 16:23:42.623,CA,ON,Toronto,43.7028,-79.3877,POI3,6.324555320336759
4857435,2017-06-21 15:23:42.647,CA,MB,Winnipeg,49.7838,-97.0973,POI1,16.492422502470642
4857462,2017-06-21 01:23:44.877,CA,AB,Calgary,51.03291,-113.99288,POI1,2.0
4857491,2017-06-21 00:23:45.770,CA,MB,Winnipeg,49.9156,-97.09768000000001,POI1,16.492422502470642
4857521,2017-06-21 17:23:45.900,CA,ON,Toronto,43.64100000000001,-79.4165,POI3,6.324555320336759
4857605,2017-06-21 11:23:46.960,CA,ON,Brantford,43.1732,-80.2582,POI3,7.280109889280518
4857676,2017-06-21 04:23:47.187,CA,ON,Ancaster,43.2614,-79.82300000000002,POI3,6.324555320336759
4857728,2017-06-21 02:23:45.727,CA,BC,Maple Ridge,49.2217,-122.555,POI1,9.848857801796104
4857904,2017-06-21 17:23:45.787,CA,ON,Mississauga,43.5869,-79.7559,POI3,6.324555320336759
4857995,2017-06-21 22:23:45.817,CA,ON,Mississauga,43.6451,-79.6166,POI3,6.324555320336759
4858026,2017-06-21 22:23:45.870,CA,ON,Toronto,43.6477,-79.4174,POI3,6.324555320336759
4858120,2017-06-21 21:23:45.897,CA,ON,Ottawa,45.3878,-75.6589,POI3,2.0
4858180,2017-06-21 15:23:45.967,CA,ON,Belleville,44.183640000000004,-77.06966,POI3,4.123105625617661
4858263,2017-06-21 22:23:45.997,CA,ON,Ottawa,45.3878,-75.6589,POI3,2.0
4858274,2017-06-21 18:23:48.740,CA,ON,Burlington,43.332,-79.807,POI3,6.324555320336759
4858371,2017-06-21 04:23:44.617,CA,ON,Etobicoke,43.62506,-79.51409,POI3,6.324555320336759
4858403,2017-06-21 13:23:44.897,CA,ON,North York,43.7331,-79.3479,POI3,6.324555320336759
4858499,2017-06-21 17:23:45.183,CA,NB,Riverview,46.0495,-64.7881,POI4,1.4142135623730951
4858539,2017-06-21 14:23:45.747,CA,AB,Edmonton,53.593309999999995,-113.52322,POI1,0.0
4858566,2017-06-21 19:23:45.833,CA,AB,Edmonton,53.473440000000004,-113.39647,POI1,0.0
4858635,2017-06-21 05:23:45.853,CA,ON,Toronto,43.7918,-79.2365,POI3,6.324555320336759
4858644,2017-06-21 04:23:45.897,CA,ON,Toronto,43.64100000000001,-79.4165,POI3,6.324555320336759
4858732,2017-06-21 08:23:45.987,CA,SK,Saskatoon,52.1418,-106.702,POI1,7.0710678118654755
4858823,2017-06-21 10:23:47.043,CA,AB,Red Deer,52.3116,-113.842,POI1,1.0
4858850,2017-06-21 02:23:47.857,CA,AB,Red Deer,52.2651,-113.794,POI1,1.0
4858888,2017-06-21 08:23:47.880,CA,AB,Red Deer,52.2651,-113.794,POI1,1.0
4858931,2017-06-21 21:23:48.560,CA,QC,Sainte-Thérèse,45.6378,-73.8414,POI3,0.0
4859010,2017-06-21 12:23:49.357,CA,AB,Calgary,51.1229,-114.189,POI1,2.23606797749979
4859025,2017-06-21 10:23:44.717,CA,ON,Barrie,44.3303,-79.7268,POI3,6.082762530298219
4859042,2017-06-21 11:23:45.733,CA,ON,Etobicoke,43.6879,-79.557,POI3,6.324555320336759
4859045,2017-06-21 07:23:45.793,CA,ON,Maple,43.8526,-79.5117,POI3,6.324555320336759
4859162,2017-06-21 13:23:45.823,CA,ON,Burlington,43.3756,-79.8145,POI3,6.324555320336759
4859240,2017-06-21 07:23:45.863,CA,SK,Saskatoon,52.122,-106.646,POI1,7.0710678118654755
4859301,2017-06-21 04:23:45.887,CA,ON,Toronto,43.6477,-79.4174,POI3,6.324555320336759
4859353,2017-06-21 04:23:45.913,CA,ON,Milton,43.5152,-79.8802,POI3,6.324555320336759
4859386,2017-06-21 14:23:45.967,CA,ON,Scarborough,43.7262,-79.232,POI3,6.324555320336759
4859413,2017-06-21 11:23:45.983,CA,ON,Toronto,43.6606,-79.4635,POI3,6.324555320336759
4859421,2017-06-21 12:23:46.023,CA,SK,Saskatoon,52.1295,-106.632,POI1,7.0710678118654755
4859470,2017-06-21 21:23:47.180,CA,MB,Winnipeg,49.8252,-97.09659,POI1,16.492422502470642
4859476,2017-06-21 12:23:49.367,CA,AB,Calgary,51.1229,-114.189,POI1,2.23606797749979
4859484,2017-06-21 14:23:47.240,CA,AB,Calgary,51.0196,-114.20029,POI1,2.23606797749979
4859562,2017-06-21 02:23:48.883,CA,AB,Edmonton,53.5247,-113.616,POI1,0.0
4859659,2017-06-21 08:23:51.203,CA,AB,Calgary,51.053,-114.161,POI1,2.23606797749979
4859703,2017-06-21 19:23:51.583,CA,ON,Brampton,43.729729999999996,-79.74113,POI3,6.324555320336759
4859769,2017-06-21 22:23:52.220,CA,ON,Kitchener,43.4631,-80.4493,POI3,7.280109889280518
4859779,2017-06-21 19:23:52.497,CA,ON,London,42.9611,-81.2431,POI3,8.54400374531753
4859813,2017-06-21 03:23:53.720,CA,AB,Edmonton,53.5989,-113.454,POI1,0.0
4859828,2017-06-21 09:23:52.837,CA,ON,London,42.9611,-81.2431,POI3,8.54400374531753
4859912,2017-06-21 21:23:54.560,CA,QC,Laval,45.6409,-73.7542,POI3,0.0
4859937,2017-06-21 13:23:51.973,CA,AB,Calgary,51.1414,-114.076,POI1,2.23606797749979
4859973,2017-06-21 03:23:53.823,CA,BC,Vancouver,49.290440000000004,-123.12262,POI1,10.770329614269007
4859992,2017-06-21 22:23:57.847,CA,AB,Calgary,50.9093,-114.1028,POI1,3.1622776601683795
4860029,2017-06-21 16:24:00.603,CA,SK,Saskatoon,52.1242,-106.665,POI1,7.0710678118654755
4860056,2017-06-21 02:23:59.073,CA,AB,Beaumont,53.3501,-113.4187,POI1,0.0
4860061,2017-06-21 10:24:00.950,CA,AB,Calgary,50.9722,-114.062,POI1,3.1622776601683795
4860064,2017-06-21 15:24:00.990,CA,AB,Calgary,50.9632,-114.082,POI1,3.1622776601683795
4860080,2017-06-21 14:24:01.127,CA,AB,Calgary,51.0381,-114.118,POI1,2.23606797749979
4860092,2017-06-21 17:23:59.517,CA,AB,Edmonton,53.44218000000001,-113.44523000000001,POI1,0.0
4860133,2017-06-21 13:24:00.707,CA,SK,Saskatoon,52.1739,-106.563,POI1,7.0710678118654755
4860197,2017-06-21 08:24:00.910,CA,SK,Saskatoon,52.1294,-106.669,POI1,7.0710678118654755
4860254,2017-06-21 09:24:01.160,CA,AB,Calgary,51.0829,-114.095,POI1,2.23606797749979
4860261,2017-06-21 09:23:58.013,CA,QC,Rosemont,45.5559,-73.5732,POI3,0.0
4860338,2017-06-21 12:23:59.347,CA,BC,Burnaby,49.22588,-123.00563999999999,POI1,10.770329614269007
4860345,2017-06-21 12:24:00.877,CA,AB,Calgary,51.051520000000004,-113.92761999999999,POI1,2.0
4860456,2017-06-21 20:24:01.193,CA,MB,Winnipeg,49.9361,-97.1454,POI1,16.492422502470642
4860540,2017-06-21 06:24:01.900,CA,QC,Montréal,45.533,-73.6047,POI3,0.0
4860623,2017-06-21 08:24:02.667,CA,ON,Toronto,43.6715,-79.3801,POI3,6.324555320336759
4860652,2017-06-21 11:24:01.010,CA,AB,Calgary,50.9722,-114.062,POI1,3.1622776601683795
4860719,2017-06-21 11:24:02.913,CA,AB,Calgary,51.1264,-114.1419,POI1,2.23606797749979
4860793,2017-06-21 22:24:02.097,CA,ON,Toronto,43.672,-79.3791,POI3,6.324555320336759
4860881,2017-06-21 22:24:02.340,CA,ON,Toronto,43.672,-79.3791,POI3,6.324555320336759
4860914,2017-06-21 02:24:02.960,CA,AB,Calgary,50.9368,-114.01073999999998,POI1,3.1622776601683795
4860932,2017-06-21 15:24:00.990,CA,AB,Calgary,51.0829,-114.095,POI1,2.23606797749979
4861019,2017-06-21 08:24:03.273,CA,QC,Montréal,45.4978,-73.5798,POI3,0.0
4861113,2017-06-21 09:24:03.493,CA,ON,Toronto,43.6682,-79.4209,POI3,6.324555320336759
4861135,2017-06-21 13:24:05.337,CA,ON,Kitchener,43.3904,-80.4317,POI3,7.280109889280518
4861221,2017-06-21 06:24:05.920,CA,AB,Airdrie,51.3082,-114.0398,POI1,2.23606797749979
4861321,2017-06-21 06:24:05.437,CA,AB,Calgary,51.1188,-113.9471,POI1,2.0
4861397,2017-06-21 01:24:06.780,CA,AB,Edmonton,53.587,-113.441,POI1,0.0
4861540,2017-06-21 07:24:07.957,CA,AB,Edmonton,53.49909,-113.5006,POI1,0.0
4861632,2017-06-21 07:24:03.270,CA,AB,Calgary,51.1264,-114.1419,POI1,2.23606797749979
4861710,2017-06-21 18:24:03.970,CA,ON,Guelph,43.5215,-80.2338,POI3,7.280109889280518
4861772,2017-06-21 06:24:04.793,CA,AB,Edmonton,53.5515,-113.492,POI1,0.0
4861866,2017-06-21 16:24:05.907,CA,AB,Airdrie,51.3082,-114.0398,POI1,2.23606797749979
4861945,2017-06-21 05:24:07.160,CA,AB,Calgary,51.1315,-114.01,POI1,2.23606797749979
4861985,2017-06-21 07:24:07.313,CA,AB,Edmonton,53.5185,-113.6579,POI1,0.0
4862045,2017-06-21 05:24:07.143,CA,AB,Calgary,50.9093,-114.1028,POI1,3.1622776601683795
4862090,2017-06-21 11:24:08.030,CA,AB,Edmonton,53.585,-113.5526,POI1,0.0
4862191,2017-06-21 08:24:11.420,CA,ON,York,43.703,-79.512,POI3,6.324555320336759
4862231,2017-06-21 16:24:07.327,CA,ON,Milton,43.5152,-79.8802,POI3,6.324555320336759
4862262,2017-06-21 11:24:09.710,CA,AB,Edmonton,53.5181,-113.5797,POI1,0.0
4862433,2017-06-21 14:24:13.940,CA,MB,Winnipeg,49.8715,-97.1142,POI1,16.492422502470642
4862497,2017-06-21 10:24:13.097,CA,ON,Richmond Hill,43.95585,-79.44599000000002,POI3,6.324555320336759
4862603,2017-06-21 17:24:13.827,CA,ON,Windsor,42.2949,-83.052,POI3,10.44030650891055
4862604,2017-06-21 04:24:14.130,CA,ON,Toronto,43.6682,-79.4209,POI3,6.324555320336759
4862669,2017-06-21 22:24:12.983,CA,ON,Sudbury,46.5213,-80.947,POI3,7.0710678118654755
4862730,2017-06-21 20:24:14.350,CA,AB,Sherwood Park,53.512919999999994,-113.32417,POI1,0.0
4862760,2017-06-21 10:24:16.073,CA,SK,Saskatoon,52.1507,-106.64648000000001,POI1,7.0710678118654755
4862779,2017-06-21 04:24:13.310,CA,AB,Edmonton,53.587,-113.441,POI1,0.0
4862856,2017-06-21 10:24:13.670,CA,ON,Mississauga,43.5982,-79.6344,POI3,6.324555320336759
4862943,2017-06-21 19:24:13.790,CA,BC,Surrey,49.181,-122.811,POI1,9.848857801796104
4862950,2017-06-21 05:24:15.867,CA,ON,Georgetown,43.6492,-79.9117,POI3,6.324555320336759
4863048,2017-06-21 07:24:16.437,CA,AB,Calgary,51.03875,-113.98518999999999,POI1,2.0
4863112,2017-06-21 00:24:16.333,CA,ON,Mississauga,43.5738,-79.7193,POI3,6.324555320336759
4863148,2017-06-21 01:24:16.473,CA,AB,Calgary,51.08108,-114.06459,POI1,2.23606797749979
4863166,2017-06-21 10:24:17.243,CA,ON,Toronto,43.7537,-79.2659,POI3,6.324555320336759
4863233,2017-06-21 00:24:17.397,CA,AB,Calgary,51.1229,-114.189,POI1,2.23606797749979
4863336,2017-06-21 05:24:18.530,CA,QC,Montréal,45.5312,-73.7097,POI3,0.0
4863399,2017-06-21 22:24:15.777,CA,ON,North York,43.7534,-79.3272,POI3,6.324555320336759
4863498,2017-06-21 22:24:17.283,CA,QC,Montréal,45.5312,-73.7097,POI3,0.0
4863532,2017-06-21 18:24:18.457,CA,QC,Montréal,45.5312,-73.7097,POI3,0.0
4863612,2017-06-21 22:24:17.293,CA,ON,Toronto,43.6682,-79.4209,POI3,6.324555320336759
4863685,2017-06-21 01:24:17.370,CA,AB,Calgary,51.03797,-114.0295,POI1,2.23606797749979
4863755,2017-06-21 01:24:17.593,CA,AB,Calgary,51.1229,-114.189,POI1,2.23606797749979
4863850,2017-06-21 17:24:18.157,CA,AB,Edmonton,53.44693,-113.43865,POI1,0.0
4863872,2017-06-21 00:24:16.970,CA,ON,Milton,43.5238,-79.8845,POI3,6.324555320336759
4863959,2017-06-21 19:24:17.427,CA,AB,Calgary,51.0818,-113.959,POI1,2.0
4864009,2017-06-21 02:24:20.853,CA,AB,Calgary,50.933859999999996,-114.03157,POI1,3.1622776601683795
4864065,2017-06-21 14:24:22.333,CA,ON,Toronto,43.66731,-79.38261,POI3,6.324555320336759
4864164,2017-06-21 11:24:19.167,CA,ON,York,43.703,-79.512,POI3,6.324555320336759
4864222,2017-06-21 15:24:19.637,CA,NT,Hay River,60.8153,-115.797,POI1,7.280109889280518
4864404,2017-06-21 02:24:19.653,CA,NT,Hay River,60.8153,-115.797,POI1,7.280109889280518
4864407,2017-06-21 10:24:21.800,CA,AB,Edmonton,53.44144,-113.43615,POI1,0.0
4864421,2017-06-21 01:24:22.367,CA,ON,Toronto,43.6445,-79.3962,POI3,6.324555320336759
4864449,2017-06-21 22:24:18.813,CA,ON,Ottawa,45.3977,-75.7599,POI3,2.0
4864481,2017-06-21 21:24:22.370,CA,ON,Oakville,43.4309,-79.7767,POI3,6.324555320336759
4864543,2017-06-21 12:24:23.217,CA,SK,Saskatoon,52.1333,-106.6667,POI1,7.0710678118654755
4864629,2017-06-21 09:24:19.607,CA,QC,Montréal,45.4865,-73.5734,POI3,0.0
4864674,2017-06-21 16:24:20.443,CA,ON,Brampton,43.6656,-79.747,POI3,6.324555320336759
4864739,2017-06-21 08:24:22.380,CA,BC,Richmond,49.1528,-123.16863000000001,POI1,10.770329614269007
4864818,2017-06-21 05:24:23.433,CA,AB,Sherwood Park,53.528,-113.2512,POI1,0.0
4864943,2017-06-21 07:24:25.580,CA,ON,Sudbury,46.4917,-80.9928,POI3,7.0710678118654755
4864946,2017-06-21 01:24:22.367,CA,BC,Vancouver,49.22915,-123.04539,POI1,10.770329614269007
4864958,2017-06-21 22:24:22.880,CA,AB,Edmonton,53.4567,-113.5801,POI1,0.0
4865015,2017-06-21 21:24:23.500,CA,AB,Calgary,50.9505,-113.947,POI1,3.0
4865076,2017-06-21 21:24:22.940,CA,ON,Georgetown,43.6492,-79.9117,POI3,6.324555320336759
4865160,2017-06-21 18:24:26.357,CA,AB,Edmonton,53.5442,-113.495,POI1,0.0
4865179,2017-06-21 21:24:23.503,CA,AB,Calgary,50.9505,-113.947,POI1,3.0
4865257,2017-06-21 04:24:27.180,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1,3.605551275463989
4865343,2017-06-21 09:24:23.820,CA,AB,Edmonton,53.4567,-113.5801,POI1,0.0
4865438,2017-06-21 21:24:24.620,CA,AB,Edmonton,53.60754,-113.48698,POI1,0.0
4865446,2017-06-21 20:24:25.580,CA,AB,Edmonton,53.4564,-113.521,POI1,0.0
4865493,2017-06-21 14:24:28.583,CA,ON,Toronto,43.643570000000004,-79.39046,POI3,6.324555320336759
4865543,2017-06-21 08:24:26.510,CA,AB,Edmonton,53.54263,-113.49032,POI1,0.0
4865656,2017-06-21 11:24:28.103,CA,AB,Saint Albert,53.6415,-113.614,POI1,0.0
4865671,2017-06-21 00:24:28.513,CA,SK,Saskatoon,52.1225,-106.72488,POI1,7.0710678118654755
4865751,2017-06-21 08:24:29.343,CA,QC,Montréal,45.502,-73.562,POI3,0.0
4865813,2017-06-21 13:24:30.223,CA,ON,Toronto,43.6555,-79.3626,POI3,6.324555320336759
4865847,2017-06-21 00:24:29.913,CA,QC,Québec,46.8466,-71.3435,POI3,2.23606797749979
4865940,2017-06-21 05:24:32.667,CA,ON,North York,43.7552,-79.4398,POI3,6.324555320336759
4865994,2017-06-21 10:24:32.697,CA,AB,Peace River,56.2358,-117.297,POI1,5.0
4866048,2017-06-21 21:24:32.920,CA,ON,Dundas,43.29035,-79.99975,POI3,6.324555320336759
4866087,2017-06-21 04:24:29.020,CA,ON,Milton,43.515,-79.8821,POI3,6.324555320336759
4866149,2017-06-21 07:24:29.837,CA,QC,Québec,46.8466,-71.3435,POI3,2.23606797749979
4866207,2017-06-21 22:24:32.577,CA,AB,Calgary,51.05525,-114.17241000000001,POI1,2.23606797749979
4866340,2017-06-21 09:24:32.657,CA,AB,Edmonton,53.5515,-113.492,POI1,0.0
4866376,2017-06-21 06:24:29.407,CA,ON,Mississauga,43.5982,-79.6344,POI3,6.324555320336759
4866393,2017-06-21 08:24:29.467,CA,QC,Québec,46.8466,-71.3435,POI3,2.23606797749979
4866468,2017-06-21 12:24:30.230,CA,AB,Edmonton,53.44693,-113.43865,POI1,0.0
4866498,2017-06-21 09:24:30.703,CA,ON,Scarborough,43.83600000000001,-79.22806,POI3,6.324555320336759
4866560,2017-06-21 12:24:32.527,CA,ON,Meaford,44.622,-80.6197,POI3,7.0710678118654755
4866591,2017-06-21 21:24:32.580,CA,AB,Calgary,51.0818,-113.959,POI1,2.0
4866727,2017-06-21 13:24:32.633,CA,AB,Calgary,50.9002,-114.094,POI1,3.1622776601683795
4866761,2017-06-21 10:24:32.670,CA,AB,Edmonton,53.6134,-113.541,POI1,0.0
4866787,2017-06-21 11:24:32.837,CA,ON,Burlington,43.36559000000001,-79.81139,POI3,6.324555320336759
4866825,2017-06-21 02:24:33.520,CA,AB,Calgary,50.933859999999996,-114.03157,POI1,3.1622776601683795
4866900,2017-06-21 03:24:33.737,CA,ON,Brantford,43.1321,-80.3064,POI3,7.280109889280518
4866974,2017-06-21 12:24:32.427,CA,AB,Edmonton,53.41571999999999,-113.43202,POI1,0.0
4866986,2017-06-21 00:24:32.473,CA,ON,Toronto,43.6682,-79.4209,POI3,6.324555320336759
4867014,2017-06-21 09:24:32.520,CA,AB,Edmonton,53.5404,-113.489,POI1,0.0
4867062,2017-06-21 19:24:33.157,CA,ON,Mississauga,43.5296,-79.663,POI3,6.324555320336759
4867091,2017-06-21 15:24:33.360,CA,ON,Mississauga,43.5296,-79.663,POI3,6.324555320336759
4867128,2017-06-21 15:24:33.937,CA,ON,Ancaster,43.208,-79.9652,POI3,6.324555320336759
4867173,2017-06-21 11:24:35.570,CA,AB,Spruce Grove,53.54628,-113.88183000000001,POI1,0.0
4867201,2017-06-21 00:24:32.520,CA,QC,Québec,46.8166,-71.2642,POI3,2.23606797749979
4867237,2017-06-21 01:24:32.703,CA,AB,Red Deer,52.2651,-113.794,POI1,1.0
4867288,2017-06-21 15:24:33.563,CA,AB,Innisfail,52.0269,-113.9507,POI1,1.0
4867293,2017-06-21 21:24:34.297,CA,ON,Burlington,43.3317,-79.8066,POI3,6.324555320336759
4867350,2017-06-21 22:24:34.797,CA,AB,Beaumont,53.3753,-113.4585,POI1,0.0
4867416,2017-06-21 02:24:36.230,CA,ON,Ottawa,45.444,-75.693,POI3,2.0
4867499,2017-06-21 20:24:36.823,CA,MB,Winnipeg,49.893,-97.001,POI1,16.492422502470642
4867592,2017-06-21 22:24:38.217,CA,AB,Calgary,51.0233,-114.071,POI1,2.23606797749979
4867621,2017-06-21 12:24:38.993,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1,3.605551275463989
4867692,2017-06-21 01:24:35.113,CA,ON,Oakville,43.40014,-79.72442,POI3,6.324555320336759
4867724,2017-06-21 05:24:38.087,CA,QC,Pointe-Claire,60.0,-95.0,POI1,19.313207915827967
4867759,2017-06-21 15:24:40.343,CA,QC,Laval,45.56100000000001,-73.6809,POI3,0.0
4867842,2017-06-21 10:24:37.510,CA,ON,Niagara Falls,43.0778,-79.0898,POI3,6.324555320336759
4867851,2017-06-21 03:24:37.523,CA,ON,Saint Catharines,43.1941,-79.2525,POI3,6.324555320336759
4867861,2017-06-21 04:24:38.690,CA,AB,Edmonton,53.54263,-113.49032,POI1,0.0
4867904,2017-06-21 09:24:39.693,CA,ON,Toronto,43.7028,-79.3877,POI3,6.324555320336759
4867908,2017-06-21 17:24:41.007,CA,AB,Calgary,51.03922,-113.97842,POI1,2.0
4868048,2017-06-21 19:24:37.460,CA,ON,Guelph,43.5118,-80.2394,POI3,7.280109889280518
4868109,2017-06-21 17:24:38.700,CA,AB,Edmonton,53.6313,-113.5245,POI1,0.0
4868202,2017-06-21 17:24:38.967,CA,MB,Winnipeg,49.8872,-97.143,POI1,16.492422502470642
4868271,2017-06-21 04:24:40.690,CA,AB,Calgary,50.96649,-114.08256000000002,POI1,3.1622776601683795
4868314,2017-06-21 20:24:41.323,CA,AB,Edmonton,53.4564,-113.521,POI1,0.0
4868402,2017-06-21 13:24:42.497,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1,3.605551275463989
4868472,2017-06-21 17:24:40.280,CA,ON,Toronto,43.6666,-79.3823,POI3,6.324555320336759
4868480,2017-06-21 04:24:40.490,CA,ON,Georgetown,43.6492,-79.9117,POI3,6.324555320336759
4868512,2017-06-21 17:24:41.947,CA,BC,Kamloops,50.67169000000001,-120.32873000000001,POI1,7.615773105863909
4868533,2017-06-21 19:24:42.790,CA,AB,Calgary,51.0196,-114.20029,POI1,2.23606797749979
4868625,2017-06-21 22:24:43.603,CA,ON,Aurora,44.0065,-79.4504,POI3,6.082762530298219
4868678,2017-06-21 19:24:46.067,CA,BC,Vancouver,49.290620000000004,-123.12645,POI1,10.770329614269007
4868708,2017-06-21 20:24:43.237,CA,AB,Calgary,51.0823,-114.142,POI1,2.23606797749979
4868777,2017-06-21 02:24:43.713,CA,ON,Guelph,43.5188,-80.2013,POI3,7.280109889280518
4868823,2017-06-21 06:24:44.277,CA,QC,Montreal,45.497679999999995,-73.65234,POI3,0.0
4868864,2017-06-21 09:24:47.120,CA,AB,Calgary,51.0196,-114.20029,POI1,2.23606797749979
4868947,2017-06-21 19:24:47.713,CA,QC,Saint-Jerome,45.8032,-74.0012,POI3,1.0
4868980,2017-06-21 20:24:46.020,CA,ON,Oakville,43.4934,-79.7126,POI3,6.324555320336759
4869043,2017-06-21 21:24:46.600,CA,QC,Laval,45.5803,-73.76744000000002,POI3,0.0
4869096,2017-06-21 12:24:47.607,CA,AB,Alberta Beach,53.63483000000001,-114.22948000000001,POI1,1.0
4869177,2017-06-21 19:24:47.830,CA,AB,Lacombe,52.4668,-113.7353,POI1,1.0
4869239,2017-06-21 21:24:47.917,CA,AB,Edmonton,53.40441,-113.52367,POI1,0.0
4869262,2017-06-21 21:24:48.083,CA,AB,Calgary,51.053,-114.161,POI1,2.23606797749979
4869321,2017-06-21 15:24:46.477,CA,QC,Montréal,45.5335,-73.667,POI3,0.0
4869376,2017-06-21 15:24:46.490,CA,QC,Montréal,45.5335,-73.667,POI3,0.0
4869467,2017-06-21 19:24:47.680,CA,ON,Brampton,43.63427,-79.79191,POI3,6.324555320336759
